day,hours,price
16.06.2019,H11,27.74
16.06.2019,H12,29.10
16.06.2019,H13,27.56
16.06.2019,H14,23.40
16.06.2019,H15,22.93
16.06.2019,H16,23.10
16.06.2019,H17,29.01
16.06.2019,H18,33.07
16.06.2019,H19,40.25
16.06.2019,H20,45.00
16.06.2019,H21,48.23
16.06.2019,H22,48.01
16.06.2019,H23,44.92
16.06.2019,H24,38.10
17.06.2019,H1,32.90
17.06.2019,H2,30.46
17.06.2019,H3,28.30
17.06.2019,H4,27.25
17.06.2019,H5,26.92
17.06.2019,H6,28.88
17.06.2019,H7,40.54
17.06.2019,H8,54.00
17.06.2019,H9,54.80
17.06.2019,H10,47.20
17.06.2019,H11,42.00
17.06.2019,H12,41.70
17.06.2019,H13,39.67
17.06.2019,H14,39.00
17.06.2019,H15,38.05
17.06.2019,H16,38.00
17.06.2019,H17,41.60
17.06.2019,H18,51.00
17.06.2019,H19,59.25
17.06.2019,H20,64.60
17.06.2019,H21,63.61
17.06.2019,H22,58.00
17.06.2019,H23,50.10
17.06.2019,H24,42.20
18.06.2019,H1,34.20
18.06.2019,H2,30.90
18.06.2019,H3,29.43
18.06.2019,H4,28.44
18.06.2019,H5,28.07
18.06.2019,H6,31.10
18.06.2019,H7,43.10
18.06.2019,H8,52.12
18.06.2019,H9,59.00
18.06.2019,H10,57.53
18.06.2019,H11,55.24
18.06.2019,H12,52.75
18.06.2019,H13,51.90
18.06.2019,H14,50.92
18.06.2019,H15,52.37
18.06.2019,H16,55.01
18.06.2019,H17,57.04
18.06.2019,H18,58.62
18.06.2019,H19,61.13
18.06.2019,H20,67.93
18.06.2019,H21,70.91
18.06.2019,H22,65.79
18.06.2019,H23,51.41
18.06.2019,H24,44.21
19.06.2019,H1,37.69
19.06.2019,H2,33.40
19.06.2019,H3,31.55
19.06.2019,H4,31.42
19.06.2019,H5,31.20
19.06.2019,H6,32.36
19.06.2019,H7,43.68
19.06.2019,H8,58.52
19.06.2019,H9,59.13
19.06.2019,H10,59.57
19.06.2019,H11,59.29
19.06.2019,H12,61.99
19.06.2019,H13,62.06
19.06.2019,H14,61.19
19.06.2019,H15,65.03
19.06.2019,H16,62.00
19.06.2019,H17,58.35
19.06.2019,H18,52.93
19.06.2019,H19,58.98
19.06.2019,H20,62.68
19.06.2019,H21,70.58
19.06.2019,H22,65.02
19.06.2019,H23,51.99
19.06.2019,H24,40.09
20.06.2019,H1,35.08
20.06.2019,H2,31.54
20.06.2019,H3,30.21
20.06.2019,H4,29.01
20.06.2019,H5,28.03
20.06.2019,H6,30.06
20.06.2019,H7,36.70
20.06.2019,H8,46.35
20.06.2019,H9,50.58
20.06.2019,H10,53.44
20.06.2019,H11,55.62
20.06.2019,H12,57.43
20.06.2019,H13,62.52
20.06.2019,H14,61.10
20.06.2019,H15,58.36
20.06.2019,H16,59.58
20.06.2019,H17,60.58
20.06.2019,H18,61.98
20.06.2019,H19,58.84
20.06.2019,H20,60.09
20.06.2019,H21,60.51
20.06.2019,H22,59.45
20.06.2019,H23,51.01
20.06.2019,H24,43.12
21.06.2019,H1,41.04
21.06.2019,H2,33.71
21.06.2019,H3,31.97
21.06.2019,H4,31.46
21.06.2019,H5,30.90
21.06.2019,H6,32.46
21.06.2019,H7,40.06
21.06.2019,H8,53.69
21.06.2019,H9,59.68
21.06.2019,H10,59.58
21.06.2019,H11,58.06
21.06.2019,H12,59.50
21.06.2019,H13,61.05
21.06.2019,H14,58.97
21.06.2019,H15,58.99
21.06.2019,H16,60.37
21.06.2019,H17,61.09
21.06.2019,H18,62.14
21.06.2019,H19,58.50
21.06.2019,H20,59.10
21.06.2019,H21,60.79
21.06.2019,H22,59.05
21.06.2019,H23,52.11
21.06.2019,H24,44.09
22.06.2019,H1,38.34
22.06.2019,H2,33.40
22.06.2019,H3,32.46
22.06.2019,H4,32.42
22.06.2019,H5,31.51
22.06.2019,H6,30.55
22.06.2019,H7,31.54
22.06.2019,H8,38.90
22.06.2019,H9,40.39
22.06.2019,H10,45.43
22.06.2019,H11,45.69
22.06.2019,H12,42.37
22.06.2019,H13,39.55
22.06.2019,H14,37.64
22.06.2019,H15,36.88
22.06.2019,H16,36.38
22.06.2019,H17,37.64
22.06.2019,H18,39.41
22.06.2019,H19,42.77
22.06.2019,H20,46.85
22.06.2019,H21,50.58
22.06.2019,H22,49.24
22.06.2019,H23,43.95
22.06.2019,H24,34.03
23.06.2019,H1,35.78
23.06.2019,H2,27.31
23.06.2019,H3,23.50
23.06.2019,H4,19.93
23.06.2019,H5,17.01
23.06.2019,H6,14.50
23.06.2019,H7,17.00
23.06.2019,H8,25.00
23.06.2019,H9,28.78
23.06.2019,H10,31.05
23.06.2019,H11,36.91
23.06.2019,H12,35.60
23.06.2019,H13,34.48
23.06.2019,H14,30.07
23.06.2019,H15,28.02
23.06.2019,H16,31.12
23.06.2019,H17,34.76
23.06.2019,H18,34.66
23.06.2019,H19,34.67
23.06.2019,H20,39.59
23.06.2019,H21,47.05
23.06.2019,H22,50.60
23.06.2019,H23,38.50
23.06.2019,H24,33.59
24.06.2019,H1,28.02
24.06.2019,H2,25.34
24.06.2019,H3,24.87
24.06.2019,H4,24.60
24.06.2019,H5,25.30
24.06.2019,H6,27.80
24.06.2019,H7,41.29
24.06.2019,H8,50.05
24.06.2019,H9,58.72
24.06.2019,H10,58.98
24.06.2019,H11,57.97
24.06.2019,H12,58.18
24.06.2019,H13,60.90
24.06.2019,H14,59.91
24.06.2019,H15,58.46
24.06.2019,H16,59.30
24.06.2019,H17,61.01
24.06.2019,H18,59.98
24.06.2019,H19,59.91
24.06.2019,H20,63.95
24.06.2019,H21,63.82
24.06.2019,H22,60.99
24.06.2019,H23,46.00
24.06.2019,H24,34.72
25.06.2019,H1,35.57
25.06.2019,H2,27.90
25.06.2019,H3,26.36
25.06.2019,H4,25.70
25.06.2019,H5,25.40
25.06.2019,H6,28.47
25.06.2019,H7,37.02
25.06.2019,H8,53.23
25.06.2019,H9,52.40
25.06.2019,H10,55.48
25.06.2019,H11,57.05
25.06.2019,H12,58.22
25.06.2019,H13,58.22
25.06.2019,H14,58.00
25.06.2019,H15,57.07
25.06.2019,H16,59.00
25.06.2019,H17,61.97
25.06.2019,H18,63.97
25.06.2019,H19,65.90
25.06.2019,H20,71.78
25.06.2019,H21,70.28
25.06.2019,H22,64.06
25.06.2019,H23,52.81
25.06.2019,H24,40.34
26.06.2019,H1,36.12
26.06.2019,H2,34.00
26.06.2019,H3,32.10
26.06.2019,H4,30.50
26.06.2019,H5,30.80
26.06.2019,H6,32.31
26.06.2019,H7,46.03
26.06.2019,H8,61.80
26.06.2019,H9,60.80
26.06.2019,H10,54.53
26.06.2019,H11,53.33
26.06.2019,H12,55.84
26.06.2019,H13,56.04
26.06.2019,H14,52.64
26.06.2019,H15,59.26
26.06.2019,H16,60.70
26.06.2019,H17,63.30
26.06.2019,H18,64.05
26.06.2019,H19,64.01
26.06.2019,H20,70.27
26.06.2019,H21,71.13
26.06.2019,H22,68.01
26.06.2019,H23,77.93
26.06.2019,H24,50.05
27.06.2019,H1,47.06
27.06.2019,H2,37.71
27.06.2019,H3,29.45
27.06.2019,H4,27.33
27.06.2019,H5,27.33
27.06.2019,H6,33.28
27.06.2019,H7,55.08
27.06.2019,H8,66.97
27.06.2019,H9,70.97
27.06.2019,H10,71.08
27.06.2019,H11,66.73
27.06.2019,H12,69.08
27.06.2019,H13,70.80
27.06.2019,H14,71.44
27.06.2019,H15,75.72
27.06.2019,H16,75.10
27.06.2019,H17,75.26
27.06.2019,H18,73.23
27.06.2019,H19,68.50
27.06.2019,H20,73.16
27.06.2019,H21,72.60
27.06.2019,H22,68.09
27.06.2019,H23,63.51
27.06.2019,H24,46.12
28.06.2019,H1,34.40
28.06.2019,H2,32.56
28.06.2019,H3,31.87
28.06.2019,H4,31.85
28.06.2019,H5,31.62
28.06.2019,H6,33.92
28.06.2019,H7,44.49
28.06.2019,H8,58.00
28.06.2019,H9,65.43
28.06.2019,H10,69.00
28.06.2019,H11,69.89
28.06.2019,H12,66.33
28.06.2019,H13,65.97
28.06.2019,H14,62.05
28.06.2019,H15,62.47
28.06.2019,H16,58.63
28.06.2019,H17,58.00
28.06.2019,H18,56.74
28.06.2019,H19,53.51
28.06.2019,H20,60.70
28.06.2019,H21,62.10
28.06.2019,H22,55.10
28.06.2019,H23,48.01
28.06.2019,H24,39.75
29.06.2019,H1,36.20
29.06.2019,H2,32.03
29.06.2019,H3,30.11
29.06.2019,H4,29.90
29.06.2019,H5,29.22
29.06.2019,H6,28.76
29.06.2019,H7,29.99
29.06.2019,H8,33.50
29.06.2019,H9,34.55
29.06.2019,H10,33.55
29.06.2019,H11,32.47
29.06.2019,H12,33.52
29.06.2019,H13,34.86
29.06.2019,H14,32.34
29.06.2019,H15,29.74
29.06.2019,H16,29.43
29.06.2019,H17,31.13
29.06.2019,H18,36.00
29.06.2019,H19,41.72
29.06.2019,H20,50.32
29.06.2019,H21,52.52
29.06.2019,H22,50.55
29.06.2019,H23,42.58
29.06.2019,H24,35.02
30.06.2019,H1,31.00
30.06.2019,H2,25.50
30.06.2019,H3,21.30
30.06.2019,H4,18.98
30.06.2019,H5,14.91
30.06.2019,H6,10.09
30.06.2019,H7,11.35
30.06.2019,H8,19.95
30.06.2019,H9,25.51
30.06.2019,H10,30.43
30.06.2019,H11,36.39
30.06.2019,H12,34.49
30.06.2019,H13,36.51
30.06.2019,H14,30.17
30.06.2019,H15,27.76
30.06.2019,H16,33.79
30.06.2019,H17,38.01
30.06.2019,H18,41.58
30.06.2019,H19,45.25
30.06.2019,H20,51.11
30.06.2019,H21,56.22
30.06.2019,H22,56.90
30.06.2019,H23,50.47
30.06.2019,H24,37.44
01.07.2019,H1,39.49
01.07.2019,H2,27.91
01.07.2019,H3,26.03
01.07.2019,H4,26.05
01.07.2019,H5,26.00
01.07.2019,H6,29.22
01.07.2019,H7,49.40
01.07.2019,H8,71.84
01.07.2019,H9,75.97
01.07.2019,H10,75.94
01.07.2019,H11,73.27
01.07.2019,H12,73.70
01.07.2019,H13,73.07
01.07.2019,H14,70.08
01.07.2019,H15,68.70
01.07.2019,H16,66.46
01.07.2019,H17,79.96
01.07.2019,H18,83.20
01.07.2019,H19,80.84
01.07.2019,H20,76.30
01.07.2019,H21,67.23
01.07.2019,H22,63.64
01.07.2019,H23,60.48
01.07.2019,H24,41.60
02.07.2019,H1,48.42
02.07.2019,H2,39.49
02.07.2019,H3,31.04
02.07.2019,H4,29.86
02.07.2019,H5,28.59
02.07.2019,H6,34.65
02.07.2019,H7,62.37
02.07.2019,H8,70.07
02.07.2019,H9,72.98
02.07.2019,H10,73.70
02.07.2019,H11,72.42
02.07.2019,H12,72.46
02.07.2019,H13,74.85
02.07.2019,H14,73.70
02.07.2019,H15,73.09
02.07.2019,H16,76.61
02.07.2019,H17,83.66
02.07.2019,H18,82.43
02.07.2019,H19,80.59
02.07.2019,H20,80.65
02.07.2019,H21,81.56
02.07.2019,H22,77.91
02.07.2019,H23,69.17
02.07.2019,H24,56.05
03.07.2019,H1,47.90
03.07.2019,H2,39.79
03.07.2019,H3,32.04
03.07.2019,H4,30.06
03.07.2019,H5,30.00
03.07.2019,H6,32.16
03.07.2019,H7,52.38
03.07.2019,H8,63.97
03.07.2019,H9,68.06
03.07.2019,H10,69.92
03.07.2019,H11,70.53
03.07.2019,H12,72.55
03.07.2019,H13,79.02
03.07.2019,H14,78.03
03.07.2019,H15,75.92
03.07.2019,H16,73.50
03.07.2019,H17,74.37
03.07.2019,H18,71.48
03.07.2019,H19,69.68
03.07.2019,H20,71.00
03.07.2019,H21,72.70
03.07.2019,H22,71.94
03.07.2019,H23,64.79
03.07.2019,H24,54.27
04.07.2019,H1,53.06
04.07.2019,H2,41.05
04.07.2019,H3,37.88
04.07.2019,H4,37.05
04.07.2019,H5,35.43
04.07.2019,H6,42.30
04.07.2019,H7,54.57
04.07.2019,H8,67.27
04.07.2019,H9,67.37
04.07.2019,H10,71.63
04.07.2019,H11,71.80
04.07.2019,H12,73.70
04.07.2019,H13,76.90
04.07.2019,H14,75.02
04.07.2019,H15,70.04
04.07.2019,H16,73.31
04.07.2019,H17,77.98
04.07.2019,H18,73.07
04.07.2019,H19,77.54
04.07.2019,H20,77.91
04.07.2019,H21,75.42
04.07.2019,H22,75.03
04.07.2019,H23,70.05
04.07.2019,H24,55.01
05.07.2019,H1,52.16
05.07.2019,H2,49.02
05.07.2019,H3,43.78
05.07.2019,H4,43.01
05.07.2019,H5,40.12
05.07.2019,H6,44.34
05.07.2019,H7,56.07
05.07.2019,H8,67.37
05.07.2019,H9,68.61
05.07.2019,H10,67.74
05.07.2019,H11,67.36
05.07.2019,H12,67.34
05.07.2019,H13,65.92
05.07.2019,H14,64.83
05.07.2019,H15,64.40
05.07.2019,H16,65.33
05.07.2019,H17,65.95
05.07.2019,H18,65.94
05.07.2019,H19,65.96
05.07.2019,H20,67.21
05.07.2019,H21,67.01
05.07.2019,H22,66.47
05.07.2019,H23,66.02
05.07.2019,H24,57.35
06.07.2019,H1,53.07
06.07.2019,H2,50.59
06.07.2019,H3,46.02
06.07.2019,H4,40.22
06.07.2019,H5,32.41
06.07.2019,H6,32.36
06.07.2019,H7,44.45
06.07.2019,H8,51.07
06.07.2019,H9,52.37
06.07.2019,H10,55.96
06.07.2019,H11,57.66
06.07.2019,H12,58.85
06.07.2019,H13,58.85
06.07.2019,H14,58.04
06.07.2019,H15,58.51
06.07.2019,H16,57.07
06.07.2019,H17,59.05
06.07.2019,H18,60.75
06.07.2019,H19,61.11
06.07.2019,H20,63.51
06.07.2019,H21,68.89
06.07.2019,H22,69.05
06.07.2019,H23,55.56
06.07.2019,H24,45.05
07.07.2019,H1,50.03
07.07.2019,H2,44.28
07.07.2019,H3,38.16
07.07.2019,H4,33.87
07.07.2019,H5,24.00
07.07.2019,H6,17.88
07.07.2019,H7,32.09
07.07.2019,H8,40.07
07.07.2019,H9,41.70
07.07.2019,H10,45.39
07.07.2019,H11,48.02
07.07.2019,H12,49.77
07.07.2019,H13,48.65
07.07.2019,H14,45.15
07.07.2019,H15,41.70
07.07.2019,H16,39.95
07.07.2019,H17,40.76
07.07.2019,H18,42.00
07.07.2019,H19,44.01
07.07.2019,H20,43.17
07.07.2019,H21,48.00
07.07.2019,H22,50.42
07.07.2019,H23,42.50
07.07.2019,H24,40.00
08.07.2019,H1,31.50
08.07.2019,H2,30.11
08.07.2019,H3,28.13
08.07.2019,H4,28.20
08.07.2019,H5,27.90
08.07.2019,H6,34.86
08.07.2019,H7,51.10
08.07.2019,H8,65.29
08.07.2019,H9,66.05
08.07.2019,H10,62.86
08.07.2019,H11,61.12
08.07.2019,H12,59.07
08.07.2019,H13,57.06
08.07.2019,H14,56.93
08.07.2019,H15,58.84
08.07.2019,H16,62.03
08.07.2019,H17,63.46
08.07.2019,H18,65.00
08.07.2019,H19,65.50
08.07.2019,H20,71.75
08.07.2019,H21,75.91
08.07.2019,H22,70.00
08.07.2019,H23,63.50
08.07.2019,H24,56.05
09.07.2019,H1,49.37
09.07.2019,H2,47.67
09.07.2019,H3,38.60
09.07.2019,H4,36.44
09.07.2019,H5,36.09
09.07.2019,H6,37.21
09.07.2019,H7,50.09
09.07.2019,H8,64.98
09.07.2019,H9,66.24
09.07.2019,H10,66.25
09.07.2019,H11,64.27
09.07.2019,H12,63.99
09.07.2019,H13,63.08
09.07.2019,H14,61.92
09.07.2019,H15,59.29
09.07.2019,H16,60.06
09.07.2019,H17,60.69
09.07.2019,H18,62.40
09.07.2019,H19,63.01
09.07.2019,H20,63.52
09.07.2019,H21,67.52
09.07.2019,H22,65.30
09.07.2019,H23,59.21
09.07.2019,H24,50.08
10.07.2019,H1,48.19
10.07.2019,H2,45.22
10.07.2019,H3,39.50
10.07.2019,H4,35.77
10.07.2019,H5,35.33
10.07.2019,H6,41.84
10.07.2019,H7,48.86
10.07.2019,H8,67.56
10.07.2019,H9,61.99
10.07.2019,H10,65.65
10.07.2019,H11,60.79
10.07.2019,H12,60.79
10.07.2019,H13,61.10
10.07.2019,H14,59.25
10.07.2019,H15,58.69
10.07.2019,H16,58.05
10.07.2019,H17,56.10
10.07.2019,H18,54.60
10.07.2019,H19,54.62
10.07.2019,H20,56.63
10.07.2019,H21,57.79
10.07.2019,H22,53.50
10.07.2019,H23,48.10
10.07.2019,H24,41.10
11.07.2019,H1,43.76
11.07.2019,H2,35.99
11.07.2019,H3,34.89
11.07.2019,H4,33.90
11.07.2019,H5,33.95
11.07.2019,H6,35.29
11.07.2019,H7,45.33
11.07.2019,H8,54.13
11.07.2019,H9,58.81
11.07.2019,H10,53.50
11.07.2019,H11,51.09
11.07.2019,H12,51.47
11.07.2019,H13,50.46
11.07.2019,H14,49.74
11.07.2019,H15,52.40
11.07.2019,H16,52.86
11.07.2019,H17,53.25
11.07.2019,H18,54.17
11.07.2019,H19,56.70
11.07.2019,H20,59.15
11.07.2019,H21,59.99
11.07.2019,H22,59.19
11.07.2019,H23,55.59
11.07.2019,H24,47.02
12.07.2019,H1,45.37
12.07.2019,H2,43.23
12.07.2019,H3,38.62
12.07.2019,H4,37.53
12.07.2019,H5,36.29
12.07.2019,H6,40.86
12.07.2019,H7,48.20
12.07.2019,H8,55.11
12.07.2019,H9,56.45
12.07.2019,H10,57.16
12.07.2019,H11,55.44
12.07.2019,H12,58.05
12.07.2019,H13,59.90
12.07.2019,H14,59.15
12.07.2019,H15,58.73
12.07.2019,H16,56.02
12.07.2019,H17,56.47
12.07.2019,H18,59.39
12.07.2019,H19,59.61
12.07.2019,H20,59.96
12.07.2019,H21,59.91
12.07.2019,H22,58.73
12.07.2019,H23,55.01
12.07.2019,H24,47.57
13.07.2019,H1,52.39
13.07.2019,H2,47.59
13.07.2019,H3,41.38
13.07.2019,H4,40.37
13.07.2019,H5,38.11
13.07.2019,H6,35.91
13.07.2019,H7,44.36
13.07.2019,H8,53.23
13.07.2019,H9,54.59
13.07.2019,H10,56.95
13.07.2019,H11,57.61
13.07.2019,H12,52.60
13.07.2019,H13,50.09
13.07.2019,H14,50.03
13.07.2019,H15,45.99
13.07.2019,H16,45.95
13.07.2019,H17,46.22
13.07.2019,H18,45.09
13.07.2019,H19,43.50
13.07.2019,H20,46.75
13.07.2019,H21,52.60
13.07.2019,H22,52.66
13.07.2019,H23,45.14
13.07.2019,H24,40.11
14.07.2019,H1,42.02
14.07.2019,H2,39.16
14.07.2019,H3,34.88
14.07.2019,H4,32.51
14.07.2019,H5,33.00
14.07.2019,H6,32.55
14.07.2019,H7,32.00
14.07.2019,H8,32.00
14.07.2019,H9,33.40
14.07.2019,H10,34.80
14.07.2019,H11,36.00
14.07.2019,H12,36.50
14.07.2019,H13,33.81
14.07.2019,H14,32.38
14.07.2019,H15,34.14
14.07.2019,H16,38.05
14.07.2019,H17,41.04
14.07.2019,H18,45.00
14.07.2019,H19,48.26
14.07.2019,H20,55.14
14.07.2019,H21,67.42
14.07.2019,H22,69.05
14.07.2019,H23,56.01
14.07.2019,H24,46.82
15.07.2019,H1,44.12
15.07.2019,H2,38.08
15.07.2019,H3,36.71
15.07.2019,H4,35.96
15.07.2019,H5,36.06
15.07.2019,H6,39.07
15.07.2019,H7,55.78
15.07.2019,H8,59.96
15.07.2019,H9,59.50
15.07.2019,H10,59.98
15.07.2019,H11,59.95
15.07.2019,H12,60.08
15.07.2019,H13,62.77
15.07.2019,H14,61.60
15.07.2019,H15,58.54
15.07.2019,H16,60.17
15.07.2019,H17,62.00
15.07.2019,H18,60.82
15.07.2019,H19,56.03
15.07.2019,H20,57.58
15.07.2019,H21,59.22
15.07.2019,H22,56.64
15.07.2019,H23,56.90
15.07.2019,H24,46.33
16.07.2019,H1,43.33
16.07.2019,H2,41.50
16.07.2019,H3,37.30
16.07.2019,H4,35.86
16.07.2019,H5,35.05
16.07.2019,H6,39.70
16.07.2019,H7,45.53
16.07.2019,H8,59.32
16.07.2019,H9,56.36
16.07.2019,H10,56.90
16.07.2019,H11,53.47
16.07.2019,H12,56.67
16.07.2019,H13,56.53
16.07.2019,H14,58.09
16.07.2019,H15,58.02
16.07.2019,H16,59.93
16.07.2019,H17,58.06
16.07.2019,H18,59.13
16.07.2019,H19,59.99
16.07.2019,H20,63.05
16.07.2019,H21,61.82
16.07.2019,H22,62.03
16.07.2019,H23,61.34
16.07.2019,H24,47.80
17.07.2019,H1,39.60
17.07.2019,H2,37.53
17.07.2019,H3,36.92
17.07.2019,H4,36.35
17.07.2019,H5,36.40
17.07.2019,H6,38.04
17.07.2019,H7,46.75
17.07.2019,H8,53.24
17.07.2019,H9,54.98
17.07.2019,H10,55.36
17.07.2019,H11,54.05
17.07.2019,H12,57.37
17.07.2019,H13,57.30
17.07.2019,H14,56.36
17.07.2019,H15,54.95
17.07.2019,H16,54.95
17.07.2019,H17,56.71
17.07.2019,H18,54.23
17.07.2019,H19,55.93
17.07.2019,H20,59.50
17.07.2019,H21,60.05
17.07.2019,H22,57.70
17.07.2019,H23,53.99
17.07.2019,H24,49.58
18.07.2019,H1,45.24
18.07.2019,H2,41.50
18.07.2019,H3,39.14
18.07.2019,H4,38.20
18.07.2019,H5,38.10
18.07.2019,H6,38.86
18.07.2019,H7,48.01
18.07.2019,H8,59.93
18.07.2019,H9,59.28
18.07.2019,H10,59.01
18.07.2019,H11,54.92
18.07.2019,H12,64.09
18.07.2019,H13,66.23
18.07.2019,H14,67.00
18.07.2019,H15,65.00
18.07.2019,H16,65.03
18.07.2019,H17,65.07
18.07.2019,H18,58.61
18.07.2019,H19,59.39
18.07.2019,H20,60.01
18.07.2019,H21,67.38
18.07.2019,H22,66.21
18.07.2019,H23,63.79
18.07.2019,H24,50.56
19.07.2019,H1,48.62
19.07.2019,H2,44.17
19.07.2019,H3,44.11
19.07.2019,H4,42.94
19.07.2019,H5,40.31
19.07.2019,H6,43.77
19.07.2019,H7,55.44
19.07.2019,H8,69.49
19.07.2019,H9,60.04
19.07.2019,H10,61.00
19.07.2019,H11,58.72
19.07.2019,H12,58.72
19.07.2019,H13,59.93
19.07.2019,H14,57.94
19.07.2019,H15,55.02
19.07.2019,H16,54.92
19.07.2019,H17,61.27
19.07.2019,H18,54.69
19.07.2019,H19,54.02
19.07.2019,H20,55.28
19.07.2019,H21,57.02
19.07.2019,H22,58.97
19.07.2019,H23,58.00
19.07.2019,H24,50.07
20.07.2019,H1,49.75
20.07.2019,H2,43.19
20.07.2019,H3,43.11
20.07.2019,H4,42.55
20.07.2019,H5,39.46
20.07.2019,H6,38.31
20.07.2019,H7,43.39
20.07.2019,H8,53.04
20.07.2019,H9,55.03
20.07.2019,H10,54.97
20.07.2019,H11,51.21
20.07.2019,H12,52.01
20.07.2019,H13,50.37
20.07.2019,H14,50.37
20.07.2019,H15,46.38
20.07.2019,H16,53.05
20.07.2019,H17,55.09
20.07.2019,H18,59.38
20.07.2019,H19,65.01
20.07.2019,H20,63.28
20.07.2019,H21,69.56
20.07.2019,H22,72.81
20.07.2019,H23,61.91
20.07.2019,H24,46.03
21.07.2019,H1,44.01
21.07.2019,H2,40.74
21.07.2019,H3,39.00
21.07.2019,H4,35.93
21.07.2019,H5,32.14
21.07.2019,H6,30.00
21.07.2019,H7,34.00
21.07.2019,H8,34.89
21.07.2019,H9,38.87
21.07.2019,H10,40.10
21.07.2019,H11,39.56
21.07.2019,H12,41.00
21.07.2019,H13,40.16
21.07.2019,H14,40.16
21.07.2019,H15,40.16
21.07.2019,H16,40.78
21.07.2019,H17,41.75
21.07.2019,H18,51.91
21.07.2019,H19,52.67
21.07.2019,H20,57.04
21.07.2019,H21,70.01
21.07.2019,H22,73.92
21.07.2019,H23,64.99
21.07.2019,H24,49.21
22.07.2019,H1,43.74
22.07.2019,H2,41.06
22.07.2019,H3,37.83
22.07.2019,H4,36.86
22.07.2019,H5,36.06
22.07.2019,H6,38.67
22.07.2019,H7,46.71
22.07.2019,H8,59.53
22.07.2019,H9,59.94
22.07.2019,H10,59.99
22.07.2019,H11,57.03
22.07.2019,H12,52.38
22.07.2019,H13,53.51
22.07.2019,H14,50.76
22.07.2019,H15,51.94
22.07.2019,H16,55.59
22.07.2019,H17,58.76
22.07.2019,H18,60.55
22.07.2019,H19,63.81
22.07.2019,H20,65.17
22.07.2019,H21,66.13
22.07.2019,H22,63.74
22.07.2019,H23,63.69
22.07.2019,H24,54.00
23.07.2019,H1,51.24
23.07.2019,H2,39.77
23.07.2019,H3,37.25
23.07.2019,H4,37.06
23.07.2019,H5,36.40
23.07.2019,H6,37.75
23.07.2019,H7,52.74
23.07.2019,H8,71.94
23.07.2019,H9,62.06
23.07.2019,H10,64.04
23.07.2019,H11,63.92
23.07.2019,H12,61.97
23.07.2019,H13,67.92
23.07.2019,H14,67.95
23.07.2019,H15,66.87
23.07.2019,H16,66.33
23.07.2019,H17,67.00
23.07.2019,H18,67.54
23.07.2019,H19,71.52
23.07.2019,H20,73.94
23.07.2019,H21,75.21
23.07.2019,H22,69.19
23.07.2019,H23,63.43
23.07.2019,H24,53.70
24.07.2019,H1,49.58
24.07.2019,H2,43.58
24.07.2019,H3,39.50
24.07.2019,H4,39.00
24.07.2019,H5,39.00
24.07.2019,H6,39.87
24.07.2019,H7,51.27
24.07.2019,H8,57.39
24.07.2019,H9,63.13
24.07.2019,H10,62.42
24.07.2019,H11,61.02
24.07.2019,H12,61.02
24.07.2019,H13,65.99
24.07.2019,H14,66.44
24.07.2019,H15,68.03
24.07.2019,H16,66.03
24.07.2019,H17,67.03
24.07.2019,H18,67.54
24.07.2019,H19,68.51
24.07.2019,H20,72.99
24.07.2019,H21,78.56
24.07.2019,H22,73.27
24.07.2019,H23,63.17
24.07.2019,H24,51.65
25.07.2019,H1,57.98
25.07.2019,H2,51.09
25.07.2019,H3,42.21
25.07.2019,H4,42.01
25.07.2019,H5,40.20
25.07.2019,H6,43.92
25.07.2019,H7,57.55
25.07.2019,H8,68.52
25.07.2019,H9,66.03
25.07.2019,H10,63.07
25.07.2019,H11,61.08
25.07.2019,H12,61.36
25.07.2019,H13,62.09
25.07.2019,H14,63.55
25.07.2019,H15,64.03
25.07.2019,H16,67.98
25.07.2019,H17,69.35
25.07.2019,H18,69.44
25.07.2019,H19,68.26
25.07.2019,H20,73.14
25.07.2019,H21,76.19
25.07.2019,H22,70.73
25.07.2019,H23,74.91
25.07.2019,H24,63.18
26.07.2019,H1,60.47
26.07.2019,H2,51.71
26.07.2019,H3,50.02
26.07.2019,H4,48.03
26.07.2019,H5,47.10
26.07.2019,H6,50.79
26.07.2019,H7,64.04
26.07.2019,H8,67.98
26.07.2019,H9,68.59
26.07.2019,H10,69.09
26.07.2019,H11,69.06
26.07.2019,H12,71.52
26.07.2019,H13,72.08
26.07.2019,H14,73.03
26.07.2019,H15,71.41
26.07.2019,H16,69.51
26.07.2019,H17,69.71
26.07.2019,H18,70.10
26.07.2019,H19,67.75
26.07.2019,H20,69.02
26.07.2019,H21,69.08
26.07.2019,H22,67.62
26.07.2019,H23,62.43
26.07.2019,H24,56.91
27.07.2019,H1,54.04
27.07.2019,H2,44.25
27.07.2019,H3,44.05
27.07.2019,H4,44.03
27.07.2019,H5,40.88
27.07.2019,H6,40.16
27.07.2019,H7,41.47
27.07.2019,H8,50.19
27.07.2019,H9,62.02
27.07.2019,H10,62.49
27.07.2019,H11,64.06
27.07.2019,H12,65.02
27.07.2019,H13,63.15
27.07.2019,H14,58.86
27.07.2019,H15,53.78
27.07.2019,H16,54.58
27.07.2019,H17,56.87
27.07.2019,H18,56.07
27.07.2019,H19,60.81
27.07.2019,H20,61.03
27.07.2019,H21,69.07
27.07.2019,H22,67.98
27.07.2019,H23,58.93
27.07.2019,H24,42.38
28.07.2019,H1,46.22
